"created_at";"u1";"u2";"time_interval";"frequence"
"2019-10-28 12:00:00";"111102177937072128";"2222662762029215744";436739;2
"2019-10-28 12:00:00";"111102177937072128";"2222655452710256644";436739;1
"2019-10-28 12:00:00";"111102177937072128";"2222549740133994496";436739;1
"2019-10-28 12:00:00";"111102177937072128";"222222298";436739;2
"2019-10-28 12:00:00";"111102177937072128";"222286871";436739;2
"2019-10-28 12:00:00";"111102177937072128";"2222029296";436739;1
"2019-10-28 12:00:00";"111102177937072128";"222247242";436739;1
"2019-10-28 12:00:00";"111102177937072128";"2222525061";436739;2
"2019-10-28 12:00:00";"111102177937072128";"222236822811066369";436739;1
"2019-10-28 12:00:00";"111102177937072128";"222255113291788288";436739;1
"2019-10-28 12:00:00";"111102177937072128";"222234285186306049";436739;1
"2019-10-28 12:00:00";"111102177937072128";"22222704";436739;1
"2019-10-28 12:00:00";"111145244065669120";"2222607242";436739;1
"2019-10-28 12:00:00";"111160501303775235";"22225124";436739;1
"2019-10-28 12:00:00";"111160501303775235";"222294227509411840";436739;1
"2019-10-28 12:00:00";"111140319688699905";"2222977660035461120";436739;1
"2019-10-28 12:00:00";"111140319688699905";"2222995235154718720";436739;1
"2019-10-28 12:00:00";"111140319688699905";"2222466392877174785";436739;1
"2019-10-28 12:00:00";"111140319688699905";"2222551222526595072";436739;1
"2019-10-28 12:00:00";"111140319688699905";"222237776";436739;1
"2019-10-28 12:00:00";"111140319688699905";"2222695932";436739;1
"2019-10-28 12:00:00";"111140319688699905";"222278395";436739;1
"2019-10-28 12:00:00";"111140319688699905";"2222090799";436739;1
"2019-10-28 12:00:00";"111140319688699905";"222223911";436739;1
"2019-10-28 12:00:00";"111140319688699905";"222272360260571137";436739;1
"2019-10-28 12:00:00";"111140319688699905";"222212938073440256";436739;1
"2019-10-28 12:00:00";"111140319688699905";"222200074424700929";436739;1
"2019-10-28 12:00:00";"111135644";"2222762791";436739;1
"2019-10-28 13:00:00";"1111484631281815553";"2222977660035461120";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"2222995235154718720";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"2222466392877174785";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"2222551222526595072";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"222237776";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"2222695932";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"222278395";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"2222090799";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"222272360260571137";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"222212938073440256";436740;1
"2019-10-28 13:00:00";"1111484631281815553";"222200074424700929";436740;1
"2019-10-28 13:00:00";"111120041";"222256941";436740;1
"2019-10-28 13:00:00";"111120041";"22221593";436740;1
"2019-10-28 13:00:00";"111120041";"22222429";436740;1
"2019-10-28 13:00:00";"1111680067";"2222762791";436740;1
"2019-10-28 13:00:00";"111191738";"2222762791";436740;1
"2019-10-28 13:00:00";"111109863";"22220870";436740;1
"2019-10-28 13:00:00";"111147242";"2222662762029215744";436740;4
"2019-10-28 13:00:00";"111147242";"2222655452710256644";436740;4
"2019-10-28 13:00:00";"111147242";"2222549740133994496";436740;4
"2019-10-28 13:00:00";"111147242";"2222662059726143490";436740;2
"2019-10-28 13:00:00";"111147242";"222222298";436740;4
"2019-10-28 13:00:00";"111147242";"222286871";436740;4
"2019-10-28 13:00:00";"111147242";"2222029296";436740;4
"2019-10-28 13:00:00";"111147242";"2222525061";436740;4
"2019-10-28 13:00:00";"111147242";"222236822811066369";436740;4
"2019-10-28 13:00:00";"111147242";"222255113291788288";436740;4
"2019-10-28 13:00:00";"111147242";"222234285186306049";436740;4
"2019-10-28 13:00:00";"111147242";"222202177937072128";436740;4
"2019-10-28 13:00:00";"111147242";"22222704";436740;4
"2019-10-28 13:00:00";"111155113291788288";"2222662762029215744";436740;5
"2019-10-28 13:00:00";"111155113291788288";"2222549740133994496";436740;5
"2019-10-28 13:00:00";"111155113291788288";"222222298";436740;5
"2019-10-28 13:00:00";"111155113291788288";"222286871";436740;5
"2019-10-28 13:00:00";"111155113291788288";"222247242";436740;1
"2019-10-28 13:00:00";"111155113291788288";"2222525061";436740;5
"2019-10-28 13:00:00";"111155113291788288";"222234285186306049";436740;5
"2019-10-28 13:00:00";"111155113291788288";"222202177937072128";436740;4
"2019-10-28 13:00:00";"111155113291788288";"22222704";436740;5
"2019-10-28 13:00:00";"11114018";"22222169";436740;1
"2019-10-28 13:00:00";"111136047974756353";"2222987313";436740;1
"2019-10-28 13:00:00";"111136047974756353";"222279883";436740;1
"2019-10-28 13:00:00";"111102177937072128";"2222662762029215744";436740;6
"2019-10-28 13:00:00";"111102177937072128";"2222549740133994496";436740;5
"2019-10-28 13:00:00";"111102177937072128";"222222298";436740;6
"2019-10-28 13:00:00";"111102177937072128";"222286871";436740;6
"2019-10-28 13:00:00";"111102177937072128";"222247242";436740;1
"2019-10-28 13:00:00";"111102177937072128";"2222525061";436740;6
"2019-10-28 13:00:00";"111102177937072128";"222234285186306049";436740;5
"2019-10-28 13:00:00";"111102177937072128";"22222704";436740;5
"2019-10-28 13:00:00";"111157133360181248";"2222762791";436740;1
"2019-10-28 14:00:00";"1111497262602477568";"2222890216";436741;1
"2019-10-28 14:00:00";"1111497262602477568";"222280703";436741;1
"2019-10-28 14:00:00";"1111575544802037761";"22228321";436741;1
"2019-10-28 14:00:00";"1111889999";"2222662762029215744";436741;1
"2019-10-28 14:00:00";"1111889999";"2222549740133994496";436741;1
"2019-10-28 14:00:00";"1111889999";"222222298";436741;1
"2019-10-28 14:00:00";"1111889999";"222286871";436741;1
"2019-10-28 14:00:00";"1111889999";"2222525061";436741;1
"2019-10-28 14:00:00";"1111889999";"222234285186306049";436741;1
"2019-10-28 14:00:00";"1111889999";"222202177937072128";436741;1
"2019-10-28 14:00:00";"1111889999";"22222704";436741;1
"2019-10-28 14:00:00";"111101652";"222295785";436741;1
"2019-10-28 14:00:00";"111101652";"2222460290";436741;1
"2019-10-28 14:00:00";"1111188872";"222244349";436741;1
"2019-10-28 14:00:00";"11111851";"2222762791";436741;1
"2019-10-28 14:00:00";"111180603617595392";"2222662762029215744";436741;1
"2019-10-28 14:00:00";"111180603617595392";"222222298";436741;1
"2019-10-28 14:00:00";"111180603617595392";"222286871";436741;1
"2019-10-28 14:00:00";"111180603617595392";"2222525061";436741;1
"2019-10-28 14:00:00";"111194119998590976";"2222662762029215744";436741;1
"2019-10-28 14:00:00";"111194119998590976";"222222298";436741;1
"2019-10-28 14:00:00";"111194119998590976";"222286871";436741;1
"2019-10-28 14:00:00";"111194119998590976";"2222525061";436741;1
"2019-10-28 14:00:00";"111187744782831616";"22222665";436741;1
